ANYO;MES;COD_PROV;DESC_PROV;COD_MUN;DESC_MUN;COD_NIVEL;DESC_NIVEL;DEMANDANTES
2017;3;3;ALICANTE;6;ALCALALI;59;ENSEÑANZAS UNIVERSITARIAS DE GRADO;1
2017;3;3;ALICANTE;7;ALCOCER DE PLANES;11;ESTUDIOS PRIMARIOS INCOMPLETOS;1
2017;3;3;ALICANTE;7;ALCOCER DE PLANES;12;ESTUDIOS PRIMARIOS COMPLETOS;1
2017;3;3;ALICANTE;7;ALCOCER DE PLANES;22;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA SIN TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;11
2017;3;3;ALICANTE;7;ALCOCER DE PLANES;23;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA CON TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;1
2017;3;3;ALICANTE;7;ALCOCER DE PLANES;32;ENSEÑANZAS DE BACHILLERATO;0
2017;3;3;ALICANTE;7;ALCOCER DE PLANES;33;ENSEÑANZAS DE GRADO MEDIO DE FORMACIÓN PROFESIONAL ESPECÍFICA, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;1
2017;3;3;ALICANTE;8;ALCOLEJA;11;ESTUDIOS PRIMARIOS INCOMPLETOS;0
2017;3;3;ALICANTE;8;ALCOLEJA;12;ESTUDIOS PRIMARIOS COMPLETOS;5
2017;3;3;ALICANTE;8;ALCOLEJA;22;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA SIN TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;8
2017;3;3;ALICANTE;8;ALCOLEJA;23;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA CON TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;3
2017;3;3;ALICANTE;8;ALCOLEJA;33;ENSEÑANZAS DE GRADO MEDIO DE FORMACIÓN PROFESIONAL ESPECÍFICA, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;2
2017;3;3;ALICANTE;8;ALCOLEJA;51;ENSEÑANZAS DE GRADO SUPERIOR DE FORMACIÓN PROFESIONAL ESPECÍFICA Y EQUIVALENTES, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;0
2017;3;3;ALICANTE;8;ALCOLEJA;54;ENSEÑANZAS UNIVERSITARIAS DE PRIMER CICLO Y EQUIVALENTES O PERSONAS QUE HAN APROBADO 3 CURSOS COMPLETOS DE UNA LICENCIATURA O CRÉDITOS EQUIVALENTES (DIPLOMADOS);1
2017;3;3;ALICANTE;8;ALCOLEJA;60;ENSEÑANZAS UNIVERSITARIAS OFICIALES DE MÁSTER;0
2017;3;3;ALICANTE;9;ALCOY/ALCOI;11;ESTUDIOS PRIMARIOS INCOMPLETOS;158
2017;3;3;ALICANTE;9;ALCOY/ALCOI;12;ESTUDIOS PRIMARIOS COMPLETOS;586
2017;3;3;ALICANTE;9;ALCOY/ALCOI;21;PROGRAMAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE NO PRECISAN DE UNA TITULACIÓN ACADÉMICA DE LA 1ª ETAPA DE SECUNDARIA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;38
2017;3;3;ALICANTE;9;ALCOY/ALCOI;22;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA SIN TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;2176
2017;3;3;ALICANTE;9;ALCOY/ALCOI;23;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA CON TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;1284
2017;3;3;ALICANTE;9;ALCOY/ALCOI;31;PROGRAMAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE PRECISAN DE UNA TITULACIÓN DE ESTUDIOS SECUNDARIOS DE PRIMERA ETAPA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;1
2017;3;3;ALICANTE;9;ALCOY/ALCOI;32;ENSEÑANZAS DE BACHILLERATO;229
2017;3;3;ALICANTE;9;ALCOY/ALCOI;33;ENSEÑANZAS DE GRADO MEDIO DE FORMACIÓN PROFESIONAL ESPECÍFICA, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;532
2017;3;3;ALICANTE;9;ALCOY/ALCOI;34;ENSEÑANZAS DE GRADO MEDIO DE MÚSICA Y DANZA;1
2017;3;3;ALICANTE;9;ALCOY/ALCOI;41;ENSEÑANZAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE PRECISAN DE UNA TITULACIÓN DE ESTUDIOS SECUNDARIOS DE 2ª ETAPA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;2
2017;3;3;ALICANTE;9;ALCOY/ALCOI;51;ENSEÑANZAS DE GRADO SUPERIOR DE FORMACIÓN PROFESIONAL ESPECÍFICA Y EQUIVALENTES, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;324
2017;3;3;ALICANTE;9;ALCOY/ALCOI;52;TÍTULOS PROPIOS DE LAS UNIVERSIDADES Y OTRAS ENSEÑANZAS QUE PRECISAN DEL TÍTULO DE BACHILLER (2 Y MÁS AÑOS).;3
2017;3;3;ALICANTE;9;ALCOY/ALCOI;53;ENSEÑANZAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE PRECISAN DE UNA FORMACIÓN PROFESIONAL DE GRADO SUPERIOR PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;2
2017;3;3;ALICANTE;9;ALCOY/ALCOI;54;ENSEÑANZAS UNIVERSITARIAS DE PRIMER CICLO Y EQUIVALENTES O PERSONAS QUE HAN APROBADO 3 CURSOS COMPLETOS DE UNA LICENCIATURA O CRÉDITOS EQUIVALENTES (DIPLOMADOS);153
2017;3;3;ALICANTE;9;ALCOY/ALCOI;55;ENSEÑANZAS UNIVERSITARIAS DE 1 ER Y 2º CICLO, DE SÓLO SEGUNDO CICLO Y EQUIVALENTES (LICENCIADOS);138
2017;3;3;ALICANTE;9;ALCOY/ALCOI;56;ESTUDIOS OFICIALES DE ESPECIALIZACIÓN PROFESIONAL.;1
2017;3;3;ALICANTE;9;ALCOY/ALCOI;59;ENSEÑANZAS UNIVERSITARIAS DE GRADO;50
2017;3;3;ALICANTE;9;ALCOY/ALCOI;60;ENSEÑANZAS UNIVERSITARIAS OFICIALES DE MÁSTER;26
2017;3;3;ALICANTE;9;ALCOY/ALCOI;61;DOCTORADO UNIVERSITARIO.;7
2017;3;3;ALICANTE;9;ALCOY/ALCOI;80;SIN ESTUDIOS;45
2017;3;3;ALICANTE;10;ALFAFARA;12;ESTUDIOS PRIMARIOS COMPLETOS;1
2017;3;3;ALICANTE;10;ALFAFARA;22;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA SIN TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;7
2017;3;3;ALICANTE;10;ALFAFARA;23;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA CON TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;1
2017;3;3;ALICANTE;10;ALFAFARA;32;ENSEÑANZAS DE BACHILLERATO;1
2017;3;3;ALICANTE;10;ALFAFARA;33;ENSEÑANZAS DE GRADO MEDIO DE FORMACIÓN PROFESIONAL ESPECÍFICA, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;1
2017;3;3;ALICANTE;10;ALFAFARA;51;ENSEÑANZAS DE GRADO SUPERIOR DE FORMACIÓN PROFESIONAL ESPECÍFICA Y EQUIVALENTES, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;1
2017;3;3;ALICANTE;10;ALFAFARA;54;ENSEÑANZAS UNIVERSITARIAS DE PRIMER CICLO Y EQUIVALENTES O PERSONAS QUE HAN APROBADO 3 CURSOS COMPLETOS DE UNA LICENCIATURA O CRÉDITOS EQUIVALENTES (DIPLOMADOS);1
2017;3;3;ALICANTE;10;ALFAFARA;55;ENSEÑANZAS UNIVERSITARIAS DE 1 ER Y 2º CICLO, DE SÓLO SEGUNDO CICLO Y EQUIVALENTES (LICENCIADOS);2
2017;3;3;ALICANTE;10;ALFAFARA;59;ENSEÑANZAS UNIVERSITARIAS DE GRADO;0
2017;3;3;ALICANTE;10;ALFAFARA;60;ENSEÑANZAS UNIVERSITARIAS OFICIALES DE MÁSTER;1
2017;3;3;ALICANTE;11;ALFAS DEL PI, L';11;ESTUDIOS PRIMARIOS INCOMPLETOS;31
2017;3;3;ALICANTE;11;ALFAS DEL PI, L';12;ESTUDIOS PRIMARIOS COMPLETOS;33
2017;3;3;ALICANTE;11;ALFAS DEL PI, L';21;PROGRAMAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE NO PRECISAN DE UNA TITULACIÓN ACADÉMICA DE LA 1ª ETAPA DE SECUNDARIA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;2
2017;3;3;ALICANTE;11;ALFAS DEL PI, L';22;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA SIN TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;596
2017;3;3;ALICANTE;11;ALFAS DEL PI, L';23;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA CON TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;185
2017;3;3;ALICANTE;11;ALFAS DEL PI, L';31;PROGRAMAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE PRECISAN DE UNA TITULACIÓN DE ESTUDIOS SECUNDARIOS DE PRIMERA ETAPA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;2
2017;3;3;ALICANTE;11;ALFAS DEL PI, L';32;ENSEÑANZAS DE BACHILLERATO;55
2017;3;3;ALICANTE;11;ALFAS DEL PI, L';33;ENSEÑANZAS DE GRADO MEDIO DE FORMACIÓN PROFESIONAL ESPECÍFICA, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;40
2017;3;3;ALICANTE;11;ALFAS DEL PI, L';34;ENSEÑANZAS DE GRADO MEDIO DE MÚSICA Y DANZA;2
2017;3;3;ALICANTE;11;ALFAS DEL PI, L';51;ENSEÑANZAS DE GRADO SUPERIOR DE FORMACIÓN PROFESIONAL ESPECÍFICA Y EQUIVALENTES, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;26
2017;3;3;ALICANTE;11;ALFAS DEL PI, L';54;ENSEÑANZAS UNIVERSITARIAS DE PRIMER CICLO Y EQUIVALENTES O PERSONAS QUE HAN APROBADO 3 CURSOS COMPLETOS DE UNA LICENCIATURA O CRÉDITOS EQUIVALENTES (DIPLOMADOS);20
2017;3;3;ALICANTE;11;ALFAS DEL PI, L';55;ENSEÑANZAS UNIVERSITARIAS DE 1 ER Y 2º CICLO, DE SÓLO SEGUNDO CICLO Y EQUIVALENTES (LICENCIADOS);18
2017;3;3;ALICANTE;11;ALFAS DEL PI, L';59;ENSEÑANZAS UNIVERSITARIAS DE GRADO;4
2017;3;3;ALICANTE;11;ALFAS DEL PI, L';60;ENSEÑANZAS UNIVERSITARIAS OFICIALES DE MÁSTER;5
2017;3;3;ALICANTE;11;ALFAS DEL PI, L';80;SIN ESTUDIOS;7
2017;3;3;ALICANTE;12;ALGORFA;11;ESTUDIOS PRIMARIOS INCOMPLETOS;12
2017;3;3;ALICANTE;12;ALGORFA;12;ESTUDIOS PRIMARIOS COMPLETOS;14
2017;3;3;ALICANTE;12;ALGORFA;22;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA SIN TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;85
2017;3;3;ALICANTE;12;ALGORFA;23;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA CON TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;40
2017;3;3;ALICANTE;12;ALGORFA;32;ENSEÑANZAS DE BACHILLERATO;3
2017;3;3;ALICANTE;12;ALGORFA;33;ENSEÑANZAS DE GRADO MEDIO DE FORMACIÓN PROFESIONAL ESPECÍFICA, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;12
2017;3;3;ALICANTE;12;ALGORFA;51;ENSEÑANZAS DE GRADO SUPERIOR DE FORMACIÓN PROFESIONAL ESPECÍFICA Y EQUIVALENTES, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;6
2017;3;3;ALICANTE;12;ALGORFA;54;ENSEÑANZAS UNIVERSITARIAS DE PRIMER CICLO Y EQUIVALENTES O PERSONAS QUE HAN APROBADO 3 CURSOS COMPLETOS DE UNA LICENCIATURA O CRÉDITOS EQUIVALENTES (DIPLOMADOS);2
2017;3;3;ALICANTE;12;ALGORFA;55;ENSEÑANZAS UNIVERSITARIAS DE 1 ER Y 2º CICLO, DE SÓLO SEGUNDO CICLO Y EQUIVALENTES (LICENCIADOS);2
2017;3;3;ALICANTE;12;ALGORFA;59;ENSEÑANZAS UNIVERSITARIAS DE GRADO;0
2017;3;3;ALICANTE;12;ALGORFA;80;SIN ESTUDIOS;1
2017;3;3;ALICANTE;13;ALGUEÑA;11;ESTUDIOS PRIMARIOS INCOMPLETOS;12
2017;3;3;ALICANTE;13;ALGUEÑA;12;ESTUDIOS PRIMARIOS COMPLETOS;11
2017;3;3;ALICANTE;13;ALGUEÑA;22;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA SIN TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;42
2017;3;3;ALICANTE;13;ALGUEÑA;23;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA CON TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;31
2017;3;3;ALICANTE;13;ALGUEÑA;32;ENSEÑANZAS DE BACHILLERATO;8
2017;3;3;ALICANTE;13;ALGUEÑA;33;ENSEÑANZAS DE GRADO MEDIO DE FORMACIÓN PROFESIONAL ESPECÍFICA, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;6
2017;3;3;ALICANTE;13;ALGUEÑA;51;ENSEÑANZAS DE GRADO SUPERIOR DE FORMACIÓN PROFESIONAL ESPECÍFICA Y EQUIVALENTES, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;6
2017;3;3;ALICANTE;13;ALGUEÑA;54;ENSEÑANZAS UNIVERSITARIAS DE PRIMER CICLO Y EQUIVALENTES O PERSONAS QUE HAN APROBADO 3 CURSOS COMPLETOS DE UNA LICENCIATURA O CRÉDITOS EQUIVALENTES (DIPLOMADOS);1
2017;3;3;ALICANTE;13;ALGUEÑA;55;ENSEÑANZAS UNIVERSITARIAS DE 1 ER Y 2º CICLO, DE SÓLO SEGUNDO CICLO Y EQUIVALENTES (LICENCIADOS);4
2017;3;3;ALICANTE;13;ALGUEÑA;60;ENSEÑANZAS UNIVERSITARIAS OFICIALES DE MÁSTER;1
2017;3;3;ALICANTE;13;ALGUEÑA;80;SIN ESTUDIOS;2
2017;3;3;ALICANTE;14;ALICANTE/ALACANT;11;ESTUDIOS PRIMARIOS INCOMPLETOS;1315
2017;3;3;ALICANTE;14;ALICANTE/ALACANT;12;ESTUDIOS PRIMARIOS COMPLETOS;1134
2017;3;3;ALICANTE;14;ALICANTE/ALACANT;21;PROGRAMAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE NO PRECISAN DE UNA TITULACIÓN ACADÉMICA DE LA 1ª ETAPA DE SECUNDARIA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;101
2017;3;3;ALICANTE;14;ALICANTE/ALACANT;22;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA SIN TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;13492
2017;3;3;ALICANTE;14;ALICANTE/ALACANT;23;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA CON TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;6773
2017;3;3;ALICANTE;14;ALICANTE/ALACANT;31;PROGRAMAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE PRECISAN DE UNA TITULACIÓN DE ESTUDIOS SECUNDARIOS DE PRIMERA ETAPA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;14
2017;3;3;ALICANTE;14;ALICANTE/ALACANT;32;ENSEÑANZAS DE BACHILLERATO;2320
2017;3;3;ALICANTE;14;ALICANTE/ALACANT;33;ENSEÑANZAS DE GRADO MEDIO DE FORMACIÓN PROFESIONAL ESPECÍFICA, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;1899
2017;3;3;ALICANTE;14;ALICANTE/ALACANT;34;ENSEÑANZAS DE GRADO MEDIO DE MÚSICA Y DANZA;10
